timestamp,open,high,low,close,volume,log_return,RSI_14,RSI_28,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_24_52_18,MACDh_24_52_18,MACDs_24_52_18,EMA_200,RSI_14_velo_5_smooth_3,RSI_14_accel_5_smooth_3,MACDh_12_26_9_velo_5_smooth_3,MACDh_12_26_9_accel_5_smooth_3,ADX_14,ATRp_14,Hurst_100,RSI_14_norm_100,RSI_28_norm_100,ADX_14_norm_100
2023-01-01 00:00:00,16541.77,16544.76,16527.51,16535.38,486.60903,,,,,,,,,,,,,,,,,,,,
2023-01-01 00:05:00,16534.91,16540.43,16522.55,16526.67,391.19043,-0.0005268880908172398,0.0,0.0,,,,,,,,,,,,,,,,,
2023-01-01 00:10:00,16526.67,16530.87,16520.0,16520.69,294.73889,-0.00036190485807449673,0.0,0.0,,,,,,,,,,,,,,,,,
2023-01-01 00:15:00,16521.26,16537.73,16517.72,16534.94,481.18777,0.0008621829856360339,11.405018208008512,5.774198450081899,,,,,,,,,,,,,,,,,
2023-01-01 00:20:00,16534.94,16540.66,16532.33,16535.54,309.53189,3.6286137973636135e-05,11.860830472502416,6.011171302662831,,,,,,,,,,,,,,,,,
2023-01-01 00:25:00,16535.54,16545.7,16534.62,16544.19,311.90922,0.0005229788875030021,18.380427311063052,9.41708903130978,,,,,,,,,,,,,,,,,
2023-01-01 00:30:00,16544.19,16544.61,16522.03,16527.83,394.57703,-0.0009893560377903508,15.97378524770477,8.792181149522762,,,,,,,,,,,,,,,,,
2023-01-01 00:35:00,16527.27,16530.09,16508.39,16524.04,612.13471,-0.00022933649543048701,15.468490900774501,8.654213548988597,,,,,,,,,,,,,,,,,
2023-01-01 00:40:00,16524.83,16525.25,16512.7,16515.43,358.94459,-0.0005211948130466968,14.35737285304894,8.345681352255873,,,,,,,,,,,,,,,,,
2023-01-01 00:45:00,16515.91,16535.66,16515.43,16529.16,357.27214,0.0008309984048895607,23.761888910073864,13.448488923816155,,,,,,,,,-1.357575603377774,,,,,,,,
2023-01-01 00:50:00,16529.69,16533.79,16526.36,16531.84,176.3522,0.0001621245579909504,25.482000409481305,14.413033747031115,,,,,,,,54.95407474269435,-2.788972600785416,,,,,,,,
2023-01-01 00:55:00,16531.84,16536.84,16528.94,16529.67,190.3878,-0.00013127047150107463,24.99033886612813,14.27941195557685,,,,,,,,65.14057130252989,2.0213996577943107,,,,,,,,
2023-01-01 01:00:00,16529.59,16537.66,16525.78,16531.02,421.67234,8.166798701120592e-05,25.947600330300276,14.789077711096736,,,,,,,,54.27580661255981,-0.47398300268189136,,,,,,,,
2023-01-01 01:05:00,16530.39,16540.47,16530.31,16539.2,283.81866,0.0004947049137760355,31.640293551261355,17.85795569876599,,,,,,,,81.52247952408639,3.3937825332647207,,,40.385750951641995,0.08631009964206343,,,,
2023-01-01 01:10:00,16539.2,16541.8,16535.4,16538.21,271.7558,-5.9859583945514993e-05,31.326419095994726,17.77759687556487,,,,,,,,73.31873786425238,-0.4840078108341661,,,40.183484036305956,0.08291405176255466,,,,
2023-01-01 01:15:00,16537.68,16540.82,16534.0,16538.59,179.55931,2.2976829682359767e-05,31.606872693812505,17.924610453992685,,,,,,,,58.749138133832425,-1.4514123817315248,,,40.09537704239279,0.07993534256202338,,,,
2023-01-01 01:20:00,16539.04,16539.95,16530.76,16536.22,272.68762,-0.00014331148109726936,30.763051995171505,17.719691348057104,,,,,,,,26.32352332681458,-3.83673585638968,,,40.24369952347293,0.07820595440475227,,,,
2023-01-01 01:25:00,16536.22,16536.64,16531.79,16534.6,209.43828,-9.797156534356654e-05,30.170130509911566,17.577247229159894,,,,,,,,21.136383335770535,-1.1140000021031906,,,40.38142754161876,0.07472210341392439,,,,
2023-01-01 01:30:00,16534.02,16535.72,16530.62,16532.0,176.68573,-0.0001572583818933501,29.197481439300926,17.345176854534806,,,,,,,,10.550834426325254,-2.855894798763876,,,40.59863890219671,0.07159924123087079,,,,
2023-01-01 01:35:00,16531.74,16539.92,16530.75,16535.19,274.65824,0.00019294049539097703,32.090246477460084,18.71074565011943,,,,,,,,3.6636696573038834,-1.6696285825260055,,,40.00999853479465,0.0704334320076224,,,,
2023-01-01 01:40:00,16535.19,16543.38,16534.19,16539.94,341.34788,0.0002872248745600851,36.26589517404528,20.732996461076578,,,,,,,,3.1527492122715692,0.14549743354049602,,,38.85777853305726,0.06935243826146098,,,,
2023-01-01 01:45:00,16539.94,16547.23,16538.03,16546.33,356.20818,0.00038626294710464065,41.47898911286007,23.391755057351006,,,,,,,,17.337537241750486,4.386249743216331,,,37.15704569137644,0.06834535504712944,,,,
2023-01-01 01:50:00,16546.76,16547.9,16539.74,16545.91,323.84182,-2.5383594463544952e-05,41.240220216591595,23.33839697806688,,,,,,,,28.755514516883597,3.4354207750715573,,,35.46944698007617,0.06698782090688699,,,,
2023-01-01 01:55:00,16545.91,16556.8,16544.92,16551.47,478.39283,0.00033597825884117046,45.696643617657195,25.666185738360802,,,,,,,,42.67828717245539,3.9467132327078303,,,33.25624232136489,0.06730894565204014,,,,
2023-01-01 02:00:00,16551.47,16551.53,16540.03,16541.43,364.03712,-0.0006067766988111024,39.82327964819277,24.28528619835422,,,,,,,,39.09961299353436,-0.9943013156519586,,,31.201059095881696,0.06750498566753663,,,,
2023-01-01 02:05:00,16541.86,16543.77,16540.02,16542.94,144.6581,9.12817745084742e-05,41.050467078436846,24.9153570283941,5.746559278890345,,,,,,,31.266552069653628,-2.0951726007628224,,,29.293964106540056,0.06429664227898206,,,,
2023-01-01 02:10:00,16542.67,16551.59,16539.57,16549.03,394.40131,0.0003680651269024234,45.847025398816896,27.44079225160364,5.98649252154064,,,,,,,15.940507447212482,-4.043708630799814,,,27.90491121509163,0.06487010089108662,,,,
