timestamp,open,high,low,close,volume,log_return,RSI_14,RSI_28,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_24_52_18,MACDh_24_52_18,MACDs_24_52_18,RSI_14_velo_5_smooth_3,RSI_14_accel_5_smooth_3,MACDh_12_26_9_velo_5_smooth_3,MACDh_12_26_9_accel_5_smooth_3,ADX_14,ATRp_14,Hurst_100,RSI_14_norm_100,RSI_28_norm_100,ADX_14_norm_100
2023-01-01 00:00:00,16541.77,16545.7,16508.39,16529.67,4364.8357,,,,,,,,,,,,,,,,,,,
2023-01-01 01:00:00,16529.59,16556.8,16525.78,16551.47,3590.06669,0.0013179716996234755,100.0,100.0,,,,,,,,,,,,,,,,
2023-01-01 02:00:00,16551.47,16559.77,16538.14,16548.19,3318.84038,-0.00019818934760893646,98.85586716896817,99.44583361492161,,,,,,,,,,,,,,,,
2023-01-01 03:00:00,16548.19,16548.19,16518.21,16533.04,4242.0805,-0.0009159273134123642,93.53277785394117,96.87435994967413,,,,,,,,,,,,,,,,
2023-01-01 04:00:00,16533.04,16535.97,16511.92,16521.85,4285.00909,-0.0006770556748163623,89.69116916163614,94.99288565186366,,,,,,,,,,,,,,,,
2023-01-01 05:00:00,16522.22,16534.98,16512.3,16530.71,3717.37178,0.0005361158235374865,90.03998609223008,95.07148223615772,,,,,,,,,,,,,,,,
2023-01-01 06:00:00,16530.71,16550.0,16528.81,16539.79,3344.90206,0.0005491299029751673,90.39854618395776,95.15235336616539,,,,,,,,,,,,,,,,
2023-01-01 07:00:00,16539.79,16544.57,16499.01,16526.19,5184.95822,-0.000822597773717407,85.43733793891845,92.78744812862477,,,,,,,,,,,,,,,,
2023-01-01 08:00:00,16525.7,16534.03,16508.45,16513.34,4271.92023,-0.0007778561406846371,80.91853970790665,90.5815153335151,,,,,,,-12.220573876528826,,,,,,,,,
2023-01-01 09:00:00,16513.33,16542.49,16505.2,16537.88,4100.75049,0.0014849681500103819,82.79051157077812,91.00503000832126,,,,,,,-11.584688683200845,0.90026540839474,,,,,,,,
2023-01-01 10:00:00,16538.32,16548.71,16533.42,16548.34,3803.76616,0.0006322874204717123,83.53210783397002,91.18033366561873,,,,,,,-9.469332923993345,2.3035503239298882,,,,,,,,
2023-01-01 11:00:00,16547.98,16557.0,16540.2,16556.66,3739.53013,0.0005026431158538595,84.11834279552805,91.31987508681932,,,,,,,-7.289600741157191,2.111344919201604,,,,,,,,
2023-01-01 12:00:00,16556.66,16572.94,16548.58,16560.93,4150.48564,0.00025786900699375045,84.42479081637411,91.3923577283547,,,,,,,-5.1200460667863945,1.9627034894378947,,,,,,,,
2023-01-01 13:00:00,16561.29,16567.26,16539.05,16548.04,4379.68203,-0.0007786409937396267,79.44147914000735,89.06410534353465,,,,,,,-3.3192469620820044,1.6769392301202544,,,44.36915789875732,0.16443466589224062,,,,
2023-01-01 14:00:00,16547.61,16558.56,16540.85,16542.94,3294.99093,-0.0003082411001658276,77.49248914123585,88.1427686055778,,,,,,,-3.1366042193665087,0.3273936529624801,,,44.36915789875732,0.16038317153259904,,,,
2023-01-01 15:00:00,16542.94,16559.99,16533.68,16558.73,3220.93236,0.0009540304883492183,79.19440855432794,88.52393525107331,,,,,,,-4.472510366800997,-1.1083840523659159,,,43.82301732133027,0.16013443140935996,,,,
2023-01-01 16:00:00,16558.73,16584.66,16558.0,16565.14,4962.13235,0.0003870320756610837,79.86018374942695,88.67716982154427,,,,,,,-5.551423014671734,-0.9270328260672661,,,44.057350843383,0.16013446039757684,,,,
2023-01-01 17:00:00,16565.13,16596.64,16562.51,16578.85,4714.40354,0.000827299355446029,81.24273478594485,89.00286914075849,,,,,,,-4.67468645761013,0.7053221330376687,,,44.57348226010465,0.16327794069394874,,,,
2023-01-01 18:00:00,16579.25,16603.89,16578.85,16591.88,4146.37245,0.0007856324337872126,82.4741285089613,89.30604962996006,,,,,,,-1.6712477816047382,2.4567828828653453,,,45.22316253157625,0.1622759632679205,,,,
2023-01-01 19:00:00,16591.35,16623.65,16591.34,16603.08,4709.74023,0.0006748012604925419,83.47815299166558,89.56254777644828,,,,,,,2.590849238250078,3.4146076321769434,,,46.242353550600896,0.164483349829992,,,,
2023-01-01 20:00:00,16603.53,16628.0,16600.55,16604.51,4189.05318,8.612488897147177e-05,83.60728038643134,89.59559049612723,,,,,,,5.704616814745641,2.5316426208442238,,,47.27246210510596,0.1645297091256685,,,,
2023-01-01 21:00:00,16604.51,16608.83,16592.63,16606.68,3656.77804,0.00013067884668335785,83.81401223128844,89.64716777491229,,,,,,,6.082441814766107,0.30705970430251267,,,47.6129002632271,0.15972555968942864,,,,
2023-01-01 22:00:00,16607.02,16613.85,16586.24,16602.12,3690.19661,-0.0002746260044723067,81.48837579263649,88.68906861792618,,,,,,,3.608498020870199,-1.9133409479126964,,,47.445026113161866,0.1602361899245476,,,,
2023-01-01 23:00:00,16602.39,16625.0,16600.8,16616.75,3846.61495,0.0008808247207622782,83.10785086030782,89.0774614631038,,,,,,,2.007227356136565,-1.2597164935856284,,,47.59127821061582,0.15906233123252042,,,,
2023-01-02 00:00:00,16617.17,16629.05,16581.25,16588.35,4327.06948,-0.0017105810206911043,70.25834683073448,83.31802364295051,,,,,,,-4.921834299893845,-5.724544880930864,,,46.36738984965565,0.16853603756596697,,,,
2023-01-02 01:00:00,16587.97,16589.2,16548.7,16565.04,5791.85443,-0.0014061912728108067,61.81102782370361,78.97189077930192,22.837135943998874,,,,,,-13.712553152706988,-7.347297856473124,,,43.4988465182582,0.17418159881915812,,,,
2023-01-02 02:00:00,16565.03,16595.92,16555.0,16587.85,3150.41571,0.0013760491829970672,66.10557110851029,80.02904916849117,21.514179679987137,,,,,,-21.0114357254643,-6.114054491374891,,,41.10107733758084,0.1791381168925398,,,,
2023-01-02 03:00:00,16587.99,16707.25,16581.8,16661.94,6194.13548,0.004456576876158363,75.67444395703797,82.92122749206771,26.142813038040913,,,,,,-18.11091229398253,2.4686247751108588,,,41.54155628579718,0.21938240582106364,,,,
2023-01-02 04:00:00,16662.38,16674.84,16629.29,16639.44,4983.39445,-0.0013512955573462303,69.27804298340646,79.3042964289638,27.67643959448833,,,,,,-14.967910232817259,2.655481561942125,,,41.95057245199806,0.2235410664447185,,,,
2023-01-02 05:00:00,16639.74,16662.94,16619.44,16647.58,4976.78402,0.0004890795368440348,70.25751113713352,79.63752424230199,29.211942570684187,,,,,,-7.925553901693732,5.9025351430590645,,,41.90118309106167,0.2261365835341395,,,,
2023-01-02 06:00:00,16648.37,16663.27,16635.93,16641.1,3210.61774,-0.0003893215400461048,68.38829926551406,78.59283084915067,29.565149260630278,,,,,,-2.0003500548020727,4.130401092469659,,,41.861488995603246,0.22180088219205346,,,,
2023-01-02 07:00:00,16641.1,16769.51,16637.44,16721.28,12856.08557,0.004806620772889419,76.6620749164163,81.67708998509254,35.90107872699082,,,,,,8.8696349523267,8.128770561602456,,,43.23897811730326,0.26138693837348204,,,,
2023-01-02 08:00:00,16721.27,16772.01,16707.52,16733.71,7080.81126,0.0007430879860951027,77.63916295227762,82.09189182319231,41.447563878959045,,,,,,9.735457462659165,0.655184896280204,,,44.541616092804894,0.27006398804532195,,,,
2023-01-02 09:00:00,16733.71,16745.68,16710.54,16717.5,5599.20896,-0.0009691727903912482,73.32759284564646,79.65320717768246,44.02765835552782,13.102773794493665,30.924884561034155,,,,8.136931828854086,-0.8425738598568179,,,45.75120849862784,0.26603107071768434,,,,
2023-01-02 10:00:00,16717.5,16762.86,16708.68,16727.95,5892.57705,0.0006248981753905143,74.31775330626152,80.04942887603914,46.380978434259305,12.364875098580114,34.01610333567919,,,,4.740240888729114,-2.165420546259336,,,47.04864890059644,0.2700094645761716,,,,
2023-01-02 11:00:00,16727.72,16741.72,16704.07,16735.11,4695.34392,0.0004279345707934502,75.00248682706571,80.32171192511954,48.267357659085974,11.401003458725427,36.86635420036055,,,,7.098654630681992,1.5498228554373317,,,48.043017320515844,0.2666855264959236,,,,
2023-01-02 12:00:00,16735.51,16746.29,16719.3,16721.54,4262.00363,-0.0008111990138963125,71.13166603438577,78.22343291342183,48.112727619743964,8.997098735506732,39.11562888423723,,,,2.7455322288966513,-3.193319581423509,,,49.01883643744892,0.2593667085222487,,,,
2023-01-02 13:00:00,16721.96,16725.6,16685.0,16694.78,5598.29706,-0.0016016129675749367,64.1055695439689,74.25640957460848,45.30858468157021,4.954364637866377,40.35422004370383,,,,-4.991296676185454,-5.864611859145573,,,48.39968761292579,0.25859725651585386,,,,
2023-01-02 14:00:00,16695.12,16710.41,16669.15,16698.69,5460.35075,0.00023417752140565096,64.6549273989837,74.45272632648422,42.90717828064953,2.0423665895565577,40.864811691092974,,,,-12.157565710918869,-5.0956176694048025,,,47.20658114000946,0.25771874483124363,,,,
2023-01-02 15:00:00,16698.69,16750.0,16692.01,16734.66,6426.56347,0.002151744523264163,69.3085768220878,76.18529849082002,43.406165535987384,2.0330830759155276,41.373082460071856,,,,-11.999634479431373,0.1737441326189355,,,46.7928208416065,0.2635477614920969,,,,
2023-01-02 16:00:00,16734.66,16739.64,16708.23,16710.88,3861.0201,-0.001422013458725454,63.36847190965809,72.80039576752316,41.405472752721835,0.02591223411997845,41.379560518601856,,,,-11.35966951400652,0.6331928303003664,-89.247676203122,,46.40861485023232,0.2584969807963748,,,,
2023-01-02 17:00:00,16710.69,16723.0,16707.12,16715.42,3035.91493,0.00027164239104621765,64.002786504363,73.03757260681763,39.72828640967782,-1.3210192871392294,41.04930569681705,,,,-10.757936884802895,0.5145953055466634,-99.33767935097266,0.24742972743038175,46.00533780030309,0.24675358075638681,,,,
2023-01-02 18:00:00,16715.42,16731.71,16707.47,16723.81,2810.694,0.0005018058236423348,65.20199529172262,73.48074368323275,38.6307952701427,-1.9348083413394832,40.56560361148218,,,,-7.941083834914534,2.035200743975816,-117.83601590325223,1.147539681152909,45.78935194529362,0.2393664507797556,,,,
2023-01-02 19:00:00,16723.64,16738.22,16715.88,16737.56,2607.1075,0.0008218432642732586,67.13437822045331,74.20142480471776,38.42756665347042,-1.7104295664094096,40.13799621987983,,,,-1.4922824902772254,4.704488579625743,-145.82758659641803,2.540765022879827,45.70798867445091,0.23161998506777917,,,,
2023-01-02 20:00:00,16737.56,16738.23,16709.29,16728.52,2881.53898,-0.0005402485274567799,64.59465804633096,72.85158933763881,37.109281365155766,-2.4229718837792547,39.53225324893502,,,,-0.41870246286969337,0.8049869180886446,-180.65908474416344,1.9540210209837265,45.31298095089081,0.22754892399551194,,,,
2023-01-02 21:00:00,16728.52,16799.23,16718.41,16757.76,3771.07914,0.001746387322300982,68.71699076974109,74.41291198226992,37.98607458524566,-1.2369429309514857,39.223017516197146,,,,1.8246318477129704,1.4173643707764232,-1758.8370777001594,1.8754392713781318,45.952899130005164,0.24537560696181607,,,,
2023-01-02 22:00:00,16757.76,16763.78,16690.18,16698.4,5609.151,-0.003548528120900119,54.774154221719364,66.37631519966548,33.504860446169914,-4.574525656021791,38.079386102191705,,,,-4.260037690921424,-3.90269436803775,-1615.492075405221,0.16642992902780188,45.38918626141864,0.2601416556041537,,,,
